,location,hashtag,cnt,retweet_mean,retweet_max,text
162,Antarctica,ukrainerussiawar,102,114.71,4618,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
163,Antarctica,ukraineunderattack,26,3156.46,53708,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
164,Antarctica,ukrainewar,86,147.86,4618,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
165,Antarctica,ukrainian,82,363.06,3935,seven busses packed with russian soldiers suffering from acute radiation syndrome arrived to belarus from the ukrainian chernobyl exclusion zone source member of public council of state ukraine agency of exclusion zone yaroslav yemelyanenko via unian news agency
166,Antarctica,us,29,185.24,1115,when families own farms in the netherlands that has that is a climate crime when bill gates owns thousands of acres of farmland in the us well that has that is saving the planet you will own nothing because they will own everything
167,Antarctica,usa,26,13.42,134,major springs a wonderful surprise in usa thu previews 270 403 2 10 cr opens much much bigger than adivisesh s previous films comscore https t co t5jw4kpvoc
168,Antarctica,war,53,89.6,2251,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
169,Argentina,armukrainenow,235,1082.93,12825,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
170,Argentina,biden,145,95.76,2139,let us take a more honest look at biden and putin thank you irinamar1004_z https t co 5jexui7mnb
171,Argentina,bucha,392,1570.73,14635,remember the dog in bucha who lost his owner good news he found him this dog sounds human dogsofukraine standwithukraine armukrainenow https t co wjprubxkzd
172,Argentina,business,73,0.15,3,the briefing alyashandra and suzannelynch1 on ukraine phmarliere on the french election yuanpotts on business and lucinda_elliott and feap on latin america https t co zm4naattsd
173,Argentina,china,226,77.45,1825,while some mep s talk sense about china others bow to nato who warn us of china building its military bullying it has it is neighbours but nato forgot to tell us that us spend more on military than the next 9 countries together china has not dropped a bomb on anyone in 40 years https t co ydy4wi53g5
174,Argentina,eu,174,938.15,35301,yesterday canada s prime minister justintrudeau visited the eu parliament to give a speech i took the opportunity to give him an appropriate welcome there short concise and right hitting the bull s eye id https t co qpcqygtixq
175,Argentina,eu,174,938.15,35301,yesterday canada s prime minister justintrudeau visited the eu parliament to give a speech i took the opportunity to give him an appropriate welcome there short concise and right hitting the bull s eye id https t co qpcqygtixq
176,Argentina,kharkiv,513,427.58,8230,photo of the kharkiv railway station https t co roc4bjlr3t
177,Argentina,kherson,363,466.27,8902,not what i imagined liberation to look like kherson https t co pslcoodizj
178,Argentina,kyiv,1052,1188.64,32777,six language coverage from kyiv with ap_gms in this order english luxembourgish spanish portuguese french and german https t co kyeg0accot
179,Argentina,mariupol,1437,2203.72,25014,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
180,Argentina,nato,638,636.55,7206,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
181,Argentina,news,72,11.78,809,breaking news chinese television showed how russia will fall apart the largest state in the world will be divided into 18 parts some of them will become independent some will become part of neighbouring countries see how it goes putin russianwarcrimes nato aggression https t co kmnsp2dfg5
182,Argentina,putin,1158,290.54,10868,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
183,Argentina,russia,3839,1096.39,48544,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
184,Argentina,russiaisaterroriststate,90,625.87,18487,dnipro my hometown i live in right now third biggest city of ukraine got bombarded with 6 russian rockets there are reports of many dead and wounded people in cars got burned alive possibly people are under the rubble russiaisaterroriststate https t co nn8we1tpxw
185,Argentina,russian,1282,944.37,61065,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
186,Argentina,russianukrainianwar,91,130.79,2063,a woman sits and silently cries near the kyiv house that got destroyed tonight her dog and cats next to her her name is iryna she fled from severodonetsk russianukrainianwar russianwarcrimes standwithukraine armukrainenow https t co o1kaesjzyh
187,Argentina,russiaukrainewar,159,148.6,6876,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
188,Argentina,slavaukraini,298,2510.39,24096,this is for the ones who stood their ground odessa ukraine slavaukraini https t co n9it2eoeh7
189,Argentina,standwithukraine,950,1157.02,29004,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
190,Argentina,stoprussia,333,891.39,22825,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
191,Argentina,ukraine,9613,1337.57,99211,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
192,Argentina,ukrainerussianwar,411,6652.89,77196,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
193,Argentina,ukrainerussiawar,581,290.8,13006,no one wins war stand against it ukraine ukrainerussiawar mint your favourite peace nightingale https t co lvfzwzract
194,Argentina,ukraineunderattack,443,6334.96,77196,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
195,Argentina,ukrainewar,507,150.54,6631,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
196,Argentina,ukrainewar,507,150.54,6631,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
197,Argentina,ukrainian,705,577.31,12164,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
198,Argentina,us,185,415.09,5172,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
199,Argentina,usa,209,46.12,1353,from the makers of world conflicts we present the comedian picoftheday ukraine usa russia iraq syria afghanistan https t co dyf3dl6lvt
200,Argentina,war,535,249.33,35196,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
201,Armenia,armukrainenow,1,3220.0,3220,kharkiv today a father holds the hand of his 13 year old son who died under russian shelling photo c reuters standwithukriane armukrainenow https t co j445rgfjbh
202,Armenia,biden,120,24.9,2454,this biden hunterbiden 4chan https t co o9gogv5jmg
203,Armenia,bucha,13,1042.0,5721,this is bucha the outskirt of kyiv russians were killing people with their hands tied behind their backs and left the bodies near the road i am shaking stopputinnow https t co ffzuv8d5xo
204,Armenia,business,18,0.11,1,tipthursday don t lose sight of what you re working for what does your business do how does it help others it s easy to get caught up in all the daily tasks and forget the big picture but that s what matters at the end of the day that s what will get you through the week
